Entity,Entity Type,Event Type,Title,Event_date,Description,Comments,
7172,litigation,Case decided,Case decided,02/12/08,The court ruled in favor of Cales de Llierca and ordered the Council to conduct a new assignment of credits.,,
7171,litigation,Case opened,Case opened,,"Ladri BailÃ©n, brick manufacturer, brought suit against a decision of the Council of Ministers of Spain of approving the assignment of emission allowances to its factory in BailÃ©n (57,033 tons of CO2 for the 2005-2007)","Link to the document is not working, we should update our website. ",
7171,litigation,Case decided,Case decided,19/11/08,The Ministry of the Environment was ordered to conduct a new assignment of credits.,,
7170,litigation,Case opened,Case opened,,"Ladri BailÃ©n, brick manufacturer, brought suit against a decision of the Council of Ministers of Spain of approving the assignment of emission allowances to its factory in BailÃ©n (43.746 tons of CO2 for 2005-2007)",,
7170,litigation,Case decided,Case decided,01/10/08,The Ministry of the Environment was ordered to conduct a new assignment of credits.,,
7169,litigation,Case opened,Case opened,,Arcelor EspaÃ±a challenged the decision of the Council of Ministers of Spain declaring the individual assignment of emissions credits for the 2005-2007 term.,"Link to the document is not working, we should update our website. ",
7169,litigation,Case decided,Case decided,17/07/09,The Court rejected Arcelor's arguments and dismissed its request for remedy,,
7168,litigation,Case opened,Case opened,,Electra de Viesgo DistribuciÃ_n brought suit challenging the individual assignment of emissions credits.,,
7168,litigation,Case decided,Case decided,15/07/09,The Court found in favor of plaintiffs.,,
7167,litigation,Case opened,Case opened,2005,CerÃ¡mica Dolores GarcÃ_a Bazataqui brought suit challenging the decision of the Council of Ministers of Spain that declared the individual assignment of emissions allowances for the 2005-2007 term.,,
7167,litigation,Case decided,Case decided,29/05/09,The Court dismissed the petition. ,,
7166,litigation,Case opened,Case opened,2005,CerÃ¡mica Hermanos FernÃ¡ndez brought suit against the General Government Administration of Spain challenging the decision approving an individual assignment of emissions credits to its facility.,,
7166,litigation,Case decided,Case decided,03/12/08,The court denied CerÃ¡mica's petition.,,
7165,litigation,Case opened,Case opened,2006,Minera Catalana Aragonesa brought suit against the General Government Administration of Spain challenging the decision approving the individual assignment of emissions credits to its ceramics facility,,
7165,litigation,Case decided,Case decided,18/11/18,The court found in Minera Catalana's favor,,
7164,litigation,Case opened,Case opened,,Foraneto brought suit against the Council of Ministers of Spain challenging their decision to approve the individual assignment of emissions credits to its energy plant. ,,
7164,litigation,Case decided,Case decided,06/10/08,"The court ruled in Faraneto's favor and changed the assignment to a total of 174,508 tons for the 2005-2007 period.",,
7163,litigation,Case opened,Case opened,2005,UniÃ_n Fenosa GeneraciÃ_n brought suit against a decision of the Council of Ministers whereby it approved the assignment of emissions allowances to two of the company's power plants.,,
7163,litigation,Case decided,Case decided,30/09/08,The Court found that the government was justified in applying the maximum penalty of 55% over the total 2000-2002 historical emissions for that category of emitter.,,
7162,litigation,Case opened,Case opened,12/05/15,Greenpeace Southeast Asia and numerous other organizations and individuals filed a petition asking the Commission to investigate a general issueâ€”â€œthe human rights implications of climate change and ocean acidification and the resulting rights violations in the Philippinesâ€ù.,,
7162,litigation,First hearings,First hearings,01/03/18,In march 2018 the Commission held the first public hearings. Case is not yet decided. ,,
7161,litigation,Case opened,Case opened,,"Ashgar Leghari, a Pakistani farmer, sued the national government for failure to carry out the 2012 National Climate Policy and Framework.",,
7161,litigation,Case decided,Case decided,04/09/15,"The court determined that ""the delay and lethargy of the State in implementing the Framework offend the fundamental rights of the citizens, and created a Climate Change Commission. ",,
7161,litigation,Case decided,Supplemental decision,14/09/15,The court issued supplemental decision naming 21 individuals to the Climate Change Commission and vesting it with various powers. ,,
7160,litigation,Case opened,Judgement pending,01/04/16,"Rabab Ali, a 7-year-old girl challenged to various actions and inactions on the part of Pakistan's federal government and on the part of the Province of Sindh regarding climate change. Judgement is pending.",,
7158,litigation,Case opened,Case opened,2004,"Jonah Gbemre, a representative of the Iwherekan community in the Niger Delta filed suit against the Nigerian government and Shell to stop stop flaring gas in the Niger Delta.",,
7158,litigation,Case decided,Claim successful,30/11/05,The court held that the practice of gas flaring is unconstitutional as it violates the guaranteed fundamental rights of life and dignity.,,
7157,litigation,Case opened,Case opened,26/08/11,"Buller Coal Ltd. and Solid Energy Ltd. applied for consent to operate a coal mine for export purposes, they sought consent from the Environment Court that the end use of the coal was irrelevant to the resource consents. ",,
7157,litigation,Case decided,Consent granted,30/04/12,"The Environment Court granted consent, on the grounds that under the Resource Management Act it wasn't necessary to have regard for the effects on climate change. ",,
7157,litigation,Case on Appeal,Appeal filed,,West Coast ENT and Royal Forest and Bird Protection Society challenged this decision.,,
7157,litigation,Case decided,Appeal unsuccessful,24/08/12,The High Court upheld the decision by the Environment Court. ,,
7157,litigation,Case on Appeal,Appeal filed,,West Coast ENT and Royal Forest and Bird Protection Society challenged this decision.,,
7157,litigation,Case decided,Appeal successful,19/08/13,"The Supreme Court overturned the previous decisions, concluding that the lower courts had wrongly construed the Act. It held instead that such considerations for cliamte change were not just permissible but obligatory.",,
7156,litigation,Case opened,Case opened,,Citizen groups challenged the granting of resource consents to Unison Networks Limited to construct and operate a wind farm. ,,
7156,litigation,Case decided,Appeal successful,,"The court determined that despite the benefits of the wind farm, the proposed project would have significant adverse effects on an outstanding natural landscape. ",,
7156,litigation,Appeal filed,Appeal filed,13/04/07,Unison Networks Limited  appealed this decision. ,,
7156,litigation,Case decided,Appeal unsuccessful,11/12/07,The High Court found no error as a matter of law and dismissed the appeal.,,
7155,litigation,Case opened,Case opened,10/11/15,"Sarah Thomson, a New Zealand law student, filed a Statement of Claim against New Zealand's Minister of Climate Change Issues alleging that he had failed in several respects regarding the setting of GHG emissions reduction targets required by New Zealand's Climate Change Response Act of 2002.",,
7155,litigation,Case decided,Claim unsuccessful. ,02/11/17,"The Court found that the Minister had not done any reviewable error, hence the claim was dismissed. ",,
7154,litigation,Case opened,Case opened,,Details on case 7157,This case is the same as 7157 which I detailed above,
7154,litigation,Case decided,Appeal unsuccessful,24/08/12,,,
7153,litigation,Case opened,Case opened,,Details on case 7156,This case is the same as 7156 which I detailed above. ,
7153,litigation,Case decided,,13/04/07,,,
7151,litigation,Case opened,Case opened,,"The New Zealand Climate Science Education Trust (Trust) sought judicial review of climate data published by a government owned research institute, on the grounds it has used the wrong methodology. ",,
7151,litigation,Case decided,Claim unsuccessful,07/09/12,"The High Court held that the research institute had used credible scientific methods to carry out its work and there was no basis for judicial review. It ordered the Trust to bare the costs of the judicial action. The trust appealed this decision, and the appeal was dismissed. ",,
7150,litigation,Case opened,Case opened,,Motorimu Wind Farm appealed a city council's partial denial of resource consents for a proposed wind farm.,,
7150,litigation,Case decided,Appeal unsuccessful,26/09/08,The court agreed with the City Council and held that the turbines would have significant adverse landscape impacts. It declined the appeal for all but 4 turbines.,,
7149,litigation,Case opened,Case opened,,Makara residents challenged the approval for a wind farm in the area. ,,
7149,litigation,Case decided,Application dismissed,14/05/07,The Court upheld the decision.,,
7148,litigation,Case opened,Case opened,2014,A family from Tuvalu appealed after they were denied New Zealand resident visas on the grounds that if deported to Tuvalu they would face adverse impacts of climate change. ,,
7148,litigation,Case decided,Appeal successful,04/06/14,"The appeal was granted based on other reasons, the Tribunal explicitly declined to reach the question of whether climate change provided a basis for granting resident visas. ",,
7147,litigation,Case opened,Case opened,,The Imported Motor Vehicle Industry Association (IMVIA) sought judicial review of the Transport Ministry's emissions standards for used cars imported into New Zealand.,,
7147,litigation,Case decided,Judicial review denied,01/12/11,The court dismissed the IMVIA's application for review.,,
7146,litigation,Case opened,Case opened,2006,Greenpeace challenged a regional council's decision to consent to a proposed coal-fired power station.,,
7146,litigation,Case decided,Appeal successful,12/10/06,"The court held, under the Resource Management Act 1991, that a consent authority can consider the effects of such discharge on climate change.",,
7145,litigation,Case opened,Case opened,,The Environmental Defence Society sought government imposition of mitigation measures in granting consent for a power station.,,
7145,litigation,Case decided,Case decided,21/05/02,"The Environment Court dismissed the appeal, questioning the efficacy of imposing mitigation measures.",,
7144,litigation,Case opened,Case opened,,Applicants challenged the granting of resource consents to Meridian Energy for the construction of a wind farm using up to 176 wind turbines.,,
7144,litigation,Case decided,Appeal successful,06/11/09,The Environment Court determined that the project did not comply with the Resource Management Act because the substantial adverse impacts on the natural landscape.,,
7144,litigation,Case on Appeal,Case on Appeal,2009,Meridian appealed this decision. ,,
7144,litigation,Case decided,Appeal successful,16/08/10,The High Court of New Zealand allowed the appeal and remanded the case back to the Environment Court.,,
7143,litigation,Case opened,Case opened,30/01/13,A Kiribati citizen appealed the denial of refugee status in the New Zealand High Court (Decision of the High Court 25/06/2013),,
7143,litigation,Case decided,Appeal unsuccessful,26/11/13,The High Court refused the leave to appeal from that decision. ,,
7143,litigation,Case on Appeal,Case on Appeal,30/01/14,Mr. Teitiota appealed the decision of the High Court. ,,
7143,litigation,Case decided,Appeal denied,08/05/14,The Cour of Appeal dismissed the application. ,,
7143,litigation,Case on Appeal,Case on Appeal,2014,Mr. Teitiota appealed the decision of the Court of Appeal. ,,
7143,litigation,Case decided,Appeal denied,20/07/15,The Supreme Court denied the Appeal. ,,
7142,litigation,Case opened,Case opened,,"Greenpeace appealed to the Supreme Court on the question of the proper interpretation of s 104E of the Resource Management Act 1991, regarding the consideration of GHG emissions for non-renewable energy projects. ",,
7142,litigation,Case decided,Case decided,19/12/08,"The Supreme Court of NZ agreed that GHG emissions should be considered, overturning the decision of the court of Appeals. ",,
7141,litigation,Case opened,Case opened,,The Franklin District Council challenged the consent for a wind farm project on the grounds of adverse impacts on the landscape. ,,
7141,litigation,Case decided,Appeal unsuccessful,07/09/05,"The Environment Court of NZ upheld the decision, granting the permit for the project. ",,
7140,litigation,Case opened,Case opened,22/01/14,An Taisce and Friends of the Irish Environment challenged the approval of Edenderry Power Ltd.'s application to extend operation of its peat- and biomass-burning power plant from 2015 to 2023.,,
7140,litigation,Case decided,Appeal successful,09/10/15,The High Court granted the appeal and overturned the permission. ,,
7139,litigation,Case decided,Case decided,09/05/16,The NGT in its own motion concluded that the government of Himachal Pradesh had violated its obligations by failing to restrict development and road and pedestrian traffic in and around the increasingly touristed area accessible via the Rohatang Pass (it should Halt and reverse receding of glaciers near Rohatang Pass).,,
7137,litigation,Case opened,Case opened,,"Two journalists filed a lawsuit againt the Ministry of Environment for using their names in a pamphlet about climate change, presenting them as cliamte skeptics.",,
7137,litigation,Case decided,Claim unsuccessful,18/11/15,"The Court dimissed the suit arguing the Ministry is responsible to â€œinform and educate the public about environmental issuesâ€ù, this includes presenting all points of view. ",,
7136,litigation,Case opened,Case opened,2005,BUND and Germanwatch brought suit against the government arguing that citizens have a right to the free access of environmental information under the German Access to Environmental Information Act (UIG). ,,
7136,litigation,Case decided,Case decided,03/0272006,"The Administrative court granted the application, rejecting the argument that information on German export credit activities did not constitute â€œenvironmental informationâ€ù.",,
7135,litigation,Case decided,,2009,French Constitutional Council annulled a tax on carbon emissions (set at 17 Euro/CO2et) on the grounds that the proposed tax contained too many exemptions and would not have applied to 93% of industrial emissions.,"There isn't any document attached, so I couldn't check the dates (if there is time, could check the link I put beside)",https://www.conseil-constitutionnel.fr/decision/2009/2009599DC.htm
7134,litigation,Case decided,Case decided,28/12/10,"The French Constitutional Council upheld the validity of article 64 regarding the purchase of GHG emissions quotas for 2011, whereas quotas were distributed free of charge in 2010. The quota purchase will only apply for 2011 and 2012. This had been challenged by some companies that hadn't received their quotas even though they carried out activities in 2010. ",,
7133,litigation,Case opened,Case opened,,"Companies challenged decree nÂ°2004-832, which transposed the EU directive 13/10/2003 establishing a system of exchange of GHG emission quotas arguing it was illegal.",,
7133,litigation,Case transferred,Case transferred,,The French Constitutional Council transferred the case to EU Court of Justice. ,,
7133,litigation,Case decided,Case decided,08/02/07,The European Court of Justice held that the directive did not violate the principle of equality,,
7132,litigation,Case opened,Case opened,,Industrie de bois de Vielsalm (IBV) challenged the refusal of green ceritficates. ,,
7132,litigation,Case referred,Case referred,26/04/12,The Constitutional Court of Belgium referred these issues to the EU Court of Justice.,,
7132,litigation,Case decided,Appeal denied,26/09/13,The Court of Justice found Walloon's interpretation of biomass (excluded because of negative imapcts) was permissible under the Directive given its purpose.,,
7131,litigation,Case opened,Case opened,05/03/07,Arcelor challenged the adoption of Directive 2003/87 under the principle of equality. ,,
7131,litigation,Case decided,Case decided,16/12/08,"The Court found that the differences were justified, dismissed the claim. ",,
7130,litigation,Case opened,Case opened,27/01/14,the Czech Republic requested a preliminary ruling from the European Court of Justice on the question of whether Article 10 of Directive 2003/87 precludes application of the Czech gift tax to emissions allowances obtained free of charge.,,
7130,litigation,Case decided,Case decided,26/02/15,The Court concluded that the gift tax was inconsistent with Article 10.,,
7129,litigation,Case opened,Case opened,08/07/11,Poland challenged the adoption of Directive 2003/87/EC on 4 grounds. ,,
7129,litigation,Case decided,Case decided,07/03/13,The General Court rejected all 4 grounds and the action was dismissed,,
7128,litigation,Case opened,Case opened,28/05/07,Poland challenged the European Commission's decision that its National Allocation Plan was inconsistent with Directive 2003/87.,,
7128,litigation,Case decided,Case decided,23/09/09,The Court held that this decision exceeded the commission's authority.,,
7127,litigation,Case opened,Case opened,04/05/07,Estonia challenged the European Commission's decision that its National Allocation Plan was inconsistent with Directive 2003/87.,,
7127,litigation,Case decided,Case decided,23/09/09,The Court held that the Commission did not properly examine the NAP and infringed on the principle of sound administration.,,
7126,litigation,Case opened,Case opened,12/04/05,The UK challenged the European COmmission's decision to reject its amendments to its NAP. ,,
7126,litigation,Case decided,Case decided,23/11/05,The court found that the Commission made an error of law in rejecting the amendments proposed by the UK as inadmissible.,,
7125,litigation,Case opened,Case opened,2012,"Advocate General Sharpston was asked for guidance as to the meaning of the term â€˜dual use' in the second indent of Article 2(4)(b) in relation to sugar production and lime fertilizer, the by-product arising from that process, of the Directive 2003/96/EC.",,
7125,litigation,Case decided,Case decided,22/05/14,"The Advocate General answered that â€˜dual use' within the meaning of Article 2(4)(b) refers to where coal is used as heating fuel in a lime-kiln in order to generate carbon dioxide for the production of lime-kiln gas, which is subsequently used for the purification of the raw juice obtained from sugar beets, that process giving rise to the by-product earth foam",,
7124,litigation,Case opened,Case opened,21/07/07,Lafarge Cement challenged the Commission's decision to reject the Polish Phase II national allocation plan (NAP) for the allocation of GHG emission.,,
7124,litigation,Case decided,Claim dismissed,07/11/08,The Court dismissed all actions as inadmissible because the Commission's decision did not directly and individually affect the Applicants.,,
7123,litigation,Case opened,Case opened,2009,Electricity producers challenged Spain's amendment to its system for purchasing wholesale electricity.,,
7123,litigation,Case referred,Case referred,18/11/11,The case was referred to the European Court of Justice. ,,
7123,litigation,Case decided,Case decided,17/10/13,The European Court of Justice rejected the electricity producers arguments,,
7122,litigation,Case opened,Case opened,21/07/07,Applicants challenged the Commission of the European Communities' decision rejecting the Polish Phase II national allocation plan (NAP),,
7122,litigation,Case decided,Application dismissed,23/09/08,The Court dismissed all actions as inadmissible.,,
7121,litigation,Case opened,Case opened,,Green Networks challenged the decision of rejection to its request of exemption of buying green certificates. ,,
7121,litigation,Case referred,Case referred,08/02/13,Italy referred the case to the European Court of Justice. ,,
7121,litigation,Case decided,Case decided,26/11/14,The Court held that the Italian law was precluded since guarantees of origin fall within an area largely covered by EU law.,,
7120,litigation,Case opened,Case opened,25/08/07,Applicants in the above actions challenged the Commission of the European Communities' decision rejecting the Polish Phase II national allocation plan (NAP) .,,
7120,litigation,Case decided,Action dismissed,23/09/08,The court dismissed the action as inadmissible.,,
7119,litigation,Case opened,Case opened,08/06/09,"Flachglas Torgau requested information about Germany's allocation of emissions licenses during 2005-2007, denied on the grounds of confidentiality. Flachglas challenged this decision. ",,
7119,litigation,Case decided,Case decided,14/02/12,the court upheld the Ministry's decision to deny access to the documents requested.,,
7118,litigation,Case opened,Case opened,24/03/07,Applicants sought to annul Commission decision rejecting part of the German Phase II national allocation plan (NAP).,,
7118,litigation,Case decided,Appeal unsuccessful,11/09/07,The Court dismissed the case.,,
7117,litigation,Case opened,Case opened,25/12/07,,,
7116,litigation,Case opened,Case opened,25/12/13,,,
7114,litigation,Case opened,Case opened,25/12/07,,,
7115,litigation,Case opened,Case opened,25/12/14,,,
7113,litigation,Case opened,Case opened,25/12/08,,,
7112,litigation,Case opened,Case opened,25/12/07,,,
7110,litigation,Case opened,Case opened,25/12/06,,,
7111,litigation,Case opened,Case opened,25/12/06,,,
7108,litigation,Case opened,Case opened,25/12/08,,,
7109,litigation,Case opened,Case opened,25/12/08,,,
7107,litigation,Case opened,Case opened,25/12/08,,,
7106,litigation,Case opened,Case opened,25/12/08,,,
7105,litigation,Case opened,Case opened,25/12/15,,,
7104,litigation,Case opened,Case opened,25/12/08,,,
7103,litigation,Case opened,Case opened,25/12/16,,,
7102,litigation,Case opened,Case opened,25/12/13,,,
7101,litigation,Case opened,Case opened,25/12/11,,,
7100,litigation,Case opened,Case opened,25/12/10,,,
7099,litigation,Case opened,Case opened,25/12/14,,,
7098,litigation,Case opened,Case opened,25/12/11,,,
7097,litigation,Case opened,Case opened,25/12/13,,,
7096,litigation,Case opened,Case opened,25/12/10,,,
7095,litigation,Case opened,Case opened,25/12/07,,,
7093,litigation,Case opened,Case opened,25/12/10,,,
7092,litigation,Case opened,Case opened,25/12/15,,,
7091,litigation,Case opened,Case opened,25/12/09,,,
7090,litigation,Case opened,Case opened,25/12/16,,,
7089,litigation,Case opened,Case opened,25/12/15,,,
7088,litigation,Case opened,Case opened,25/12/10,,,
7087,litigation,Case opened,Case opened,25/12/16,,,
7086,litigation,Case opened,Case opened,25/12/11,,,
7085,litigation,Case opened,Case opened,25/12/12,,,
7084,litigation,Case opened,Case opened,25/12/08,,,
7083,litigation,Case opened,Case opened,25/12/13,,,
7082,litigation,Case opened,Case opened,25/12/13,,,
7081,litigation,Case opened,Case opened,25/12/08,,,
7080,litigation,Case opened,Case opened,25/12/07,,,
7078,litigation,Case opened,Case opened,25/12/14,,,
7077,litigation,Case opened,Case opened,25/12/15,,,
7076,litigation,Case opened,Case opened,25/12/10,,,
7075,litigation,Case opened,Case opened,25/12/10,,,
7074,litigation,Case opened,Case opened,25/12/08,,,
7073,litigation,Case opened,Case opened,25/12/12,,,
7072,litigation,Case opened,Case opened,25/12/06,,,
7071,litigation,Case opened,Case opened,25/12/10,,,
7070,litigation,Case opened,Case opened,25/12/09,,,
7069,litigation,Case opened,Case opened,25/12/09,,,
7068,litigation,Case opened,Case opened,25/12/06,,,
7067,litigation,Case opened,Case opened,25/12/05,,,
7066,litigation,Case opened,Case opened,25/12/09,,,
7065,litigation,Case opened,Case opened,25/12/07,,,
7064,litigation,Case opened,Case opened,25/12/10,,,
7063,litigation,Case opened,Case opened,25/12/10,,,
7060,litigation,Case opened,Case opened,25/12/09,,,
7062,litigation,Case opened,Case opened,25/12/13,,,
7059,litigation,Case opened,Case opened,25/12/09,,,
7058,litigation,Case opened,Case opened,25/12/09,,,
7057,litigation,Case opened,Case opened,25/12/08,,,
7056,litigation,Case opened,Case opened,25/12/04,,,
7055,litigation,Case opened,Case opened,25/12/13,,,
7054,litigation,Case opened,Case opened,25/12/07,,,
7053,litigation,Case opened,Case opened,25/12/04,,,
7052,litigation,Case opened,Case opened,25/12/05,,,
7051,litigation,Case opened,Case opened,25/12/07,,,
7050,litigation,Case opened,Case opened,25/12/07,,,
7049,litigation,Case opened,Case opened,25/12/10,,,
7048,litigation,Case opened,Case opened,25/12/09,,,
7047,litigation,Case opened,Case opened,25/12/13,,,
7046,litigation,Case opened,Case opened,25/12/08,,,
7045,litigation,Case opened,Case opened,25/12/13,,,
7044,litigation,Case opened,Case opened,25/12/09,,,
7042,litigation,Case opened,Case opened,25/12/08,,,
7041,litigation,Case opened,Case opened,25/12/07,,,
7040,litigation,Case opened,Case opened,25/12/11,,,
7039,litigation,Case opened,Case opened,25/12/10,,,
7038,litigation,Case opened,Case opened,25/12/11,,,
7037,litigation,Case opened,Case opened,25/12/12,,,
7036,litigation,Case opened,Case opened,25/12/11,,,
7035,litigation,Case opened,Case opened,25/12/12,,,
7034,litigation,Case opened,Case opened,25/12/11,,,
7032,litigation,Case opened,Case opened,25/12/94,,,
7033,litigation,Case opened,Case opened,25/12/08,,,
7031,litigation,Case opened,Case opened,25/12/06,,,
7030,litigation,Case opened,Case opened,25/12/08,,,
7029,litigation,Case opened,Case opened,25/12/13,,,
7028,litigation,Case opened,Case opened,25/12/10,,,
7027,litigation,Case opened,Case opened,25/12/12,,,
7025,litigation,Case opened,Case opened,25/12/08,,,
7026,litigation,Case opened,Case opened,25/12/07,,,
7024,litigation,Case opened,Case opened,25/12/08,,,
7023,litigation,Case opened,Case opened,25/12/12,,,
7022,litigation,Case opened,Case opened,25/12/13,,,
7021,litigation,Case opened,Case opened,25/12/11,,,
7018,litigation,Case opened,Case opened,25/12/09,,,
7020,litigation,Case opened,Case opened,25/12/10,,,
7017,litigation,Case opened,Case opened,25/12/13,,,
7016,litigation,Case opened,Case opened,25/12/10,,,
7015,litigation,Case opened,Case opened,25/12/08,,,
7014,litigation,Case opened,Case opened,25/12/09,,,
7012,litigation,Case opened,Case opened,25/12/10,,,
7013,litigation,Case opened,Case opened,25/12/08,,,
7011,litigation,Case opened,Case opened,25/12/08,,,
7010,litigation,Case opened,Case opened,25/12/08,,,
7009,litigation,Case opened,Case opened,25/12/10,,,
7008,litigation,Case opened,Case opened,25/12/08,,,
7006,litigation,Case opened,Case opened,25/12/09,,,
7007,litigation,Case opened,Case opened,25/12/08,,,
7005,litigation,Case opened,Case opened,25/12/10,,,
7003,litigation,Case opened,Case opened,25/12/10,,,
7002,litigation,Case opened,Case opened,25/12/10,,,
7001,litigation,Case opened,Case opened,25/12/08,,,
7000,litigation,Case opened,Case opened,25/12/11,,,
7349,litigation,Alleged Offense occurred,Alleged offense occurred,25/07/17,Protesters block road for 11 hours preventing work to be done. They protest against the authorisation to Cuadrilla by the Oil and Gas Authority to begin fracking to explore for shale gas at a site near Preston New Road.,,
7349,litigation,Case closed,Case closed,12/06/18,"Defendants were convicted of public nuisance, and the judge determined that their conduct crossed the ""custody threshold"" justifying a sentence of detention.",,
7348,litigation,Alleged Offense occurred,Alleged offense occurred,13/07/15,"Climate activists occupy northern runway of Heathrow Airport, protesting against airport expansion.",,
7348,litigation,Case decided,Case decided,24/02/16,Court found them guilty of aggravated trespass and entering a security restricted area of an aerodrome without permission. They were sentenced to unpaid work hours.,,
7347,litigation,Related law passed,Law of interest passed,26/09/19,Parlament adopted the Law Energy-Climat,,
7347,litigation,External Contribution filed,External Contribution filed,15/10/19,"NGO ""Notre affaire Ã  tous"" (NAAT) files an external contribution at the French Constitutional Council, arguing that the bill does not comply with the environmental obligation of vigilance.",,
7346,litigation,Exempt Resolution issued,Exempt Resolution issued,05/08/16,The Executive Director of the Environmental Evaluation Service (SEA) issues the Exempt Resolution No. 0914 in relation to the proposed hydroelectric project Central HidroÃ©lectrica Cuervo in the region of AysÃ©n.,,
7346,litigation,First hearing,First hearing,20/09/16,The plaintiffs present their case at the Environmental Court of Valdivia.,,
7346,litigation,Case decided,Case decided,24/01/18,"Court decided - it annulled the Environmental Assessment Service's approval of the project since it failed to provide sufficient compensation for disruption to wetlands and forests. It ordered that the assessment procedure be reopened. It also concluded that the EIA needs to only analyze local impacts, hence climate concerns can be excluded.",,
7345,litigation,Exempt Resolution issued,Exempt Resolution issued,10/01/18,Approval of EIA project - Exempt Resolution No. 6 by the Environmental Evaluation Commission of the Magallanes and Antartic Region.,,
7345,litigation,First hearing,First hearing,21/02/18,"Plaintiffs present first petition to theExecutive Director of the Environmental Evaluation Service (SEA) to cancel the approval of the EIA of the project â€œIncorporation of blasting as a complementary method in the mechanical extraction of sterile material in the Winter Mine.""",,
7345,litigation,Exempt Resolution issued,Exempt Resolution issued,24/09/18,The Executive Director of SEA issues the Exempt Resolution No. 1113 - rejects the pleintiffs petition.,,
7345,litigation,Claim filed,Claim filed,08/11/18,The plaintiffs file a claim againts E.R. 1113/2018at the Environmental Court of Valdivia.,,
7345,litigation,Case decided,"Case decided
(decision appealed)",20/08/19,"The Court decided: it annulled the E.R. 1113/2018, but considers Chile's international commitments don't impose that climate change is considered in EIA. It annulled the approval of the EIA on other grounds. The operator has appealed this decision.",,
7344,litigation,First hearing,First hearing,01/10/19,Court analyzed case for the first time - administrative judge ordered the parties to provide their written positions on the issues raised.,,
7342,litigation,Alleged offense occurred,Alleged offense occurred,21/02/19,Two citizens (Delahalle and Goinvic) remove from a city hall in Lyon a portrait of President Macron as a protest for non-compliance with the Paris Agreement.,,
7342,litigation,First hearing,First hearing,02/09/19,"The defendants present their case. Experts present evidence on climate change, and the Governments (insufficient) efforts to attain its objectives.",,
7342,litigation,Case closed,Case closed,16/09/19,"The Court decided: it agrees that climate change seriously endangers the future of humanity. Based on the evidence that the Government's objectives will no be achieved, it concluded that citizens in these circumstances can use other means of expression (thay cannot be limited to voting).",,
7340,litigation,Case decided,Case decided,16/12/15,The ICJ determines Nicaragua's activities are unlawful and violated Costa Rica's territorial sovereignty.,,
7340,litigation,Case closed,Case closed,02/02/18,The ICJ rules how much Nicaragua must compensate Cosra Rica for the loss of environmental services (US$ 120.000),,
7339,litigation,First hearing,First hearing,05/04/18,,,
7339,litigation,Case closed,Case closed,30/08/19,"The High Court of Lahore decided: to allow the writ of mandamus, ordering the Government to fulfill its obligations under the law. Additionally, it gave instructions to the government bodies to consider revising requirements and penalties under the Trees Act, publish annual reports on expansion of the forest area, impose penalties against delinquent officers, and to issue directions to the housing societies and authorities to support the planting of trees in the green belt and issue penalties for cutting those trees down.",,
7338,litigation,Case decided,Case decided,14/05/19,"The High Court of Justice decided that paragraph 209(a)is unlawful since Government failed to take into account scientific and technical evidence, and since the public consultation process was unfair.",,
7338,litigation,Related policy amended,Policy of interest modified.,23/05/19,The Secretary issued a statement to remove paragraph 209(a).,,
7338,litigation,Related policy amended,Policy of interest modified.,19/06/19,The Government updated the National Planning Policy Framework (NPPF).,,
7337,litigation,Case referred,Case referred to the EU Court of Justice,28/11/17,The Administrative Court referred the case to the EU Court of Justice for a preliminary ruling regarding if this facility was entitiled to GHG allowances free of charge.,,
7337,litigation,Case decided,Case decided by EU Court of Justice,20/06/19,The Court of Justice concluded that the facility is not entitled to be allocated free emission allowances.,,
7335,litigation,Related law passed,Law of interest issued,21/06/18,"Part 5 of Bill C-74 becomes a law. This is the GHG Pollution Pricing Act (GGPPA) establishes a federal price for GHG emissions in any province/territory that has not implemented carbon pricing regime, effective as of January 2019.",,
7335,litigation,Case decided,Case decided,03/05/19,The Court of Appeal for Saskatchewan ruled that the GGPPA is not unconstitutional.,,
7334,litigation,Complaint filed,Complaint filed,25/03/11,"Michael Mann (scientist) filed a claim against Tomothy Ball, the Frontier Centre for Public Policy (FCPP) and another, for defamatory statements on interview inferring that Mann was guilty of fraud relating to Climategate scandal.",,
7334,litigation,Retraction and apology issued,Retraction and apology by FCPP,07/06/19,The FCPP issued a retraction and apology on their website.,,
7334,litigation,Case dismissed,Case dismissed,22/08/19,The Court dismissed the case on account of delay.,,
7333,litigation,Motion denied,Motion for dimissal denied,22/03/10,Defendant's motion for summary dismissal is denied.,,
7333,litigation,First decision,First decision,22/03/10,"The Court found that the Defendant had an implied authority. To emit some amount of CO2 in generating electricity, but this amount is limited to a reasonable regard and care for people and the environment.",,
7333,litigation,Case decided,Case decided on Appeal,22/12/11,"Court of appeals reversed the lower court's decision, arguing that common law principles only protected private rights.",,
7332,litigation,License issued,EIA License issued to Amu Power Company,07/09/16,The National Environmental Management Authority (NEMA) issued EIA License to Amu Power Comany Limited.,,
7332,litigation,Site visit,Tribunal visits site,11/05/17,Tribunal visits the site of the Proposed project.,,
7332,litigation,First hearing,First hearing,12/05/17,,,
